Company,Ticker,Patent Number,Date,Title
SANOFI,SNY,20240207519,20240627,ARRANGEMENT FOR A DRUG DELIVERY DEVICE AND DRUG DELIVERY DEVICE
SANOFI,SNY,20240016450,20240118,A Wearable Medical Device
SANOFI,SNY,20240207530,20240627,"DRIVE SUBASSEMBLY FOR A DRUG DELIVERY DEVICE, ARRANGEMENT, METHOD FOR ASSEMBLING A DRUG DELIVERY DEVICE, CONTAINER-HOLDER SUBASSEMBLY FOR A DRUG DELIVERY DEVICE, KIT AND DRUG DELIVERY DEVICE"
JOHNSON &,JNJ,20250017772,20250116,METHOD AND SYSTEM FOR EVALUATING PERFORMANCE OF INTRA OCULAR PRESSURE SENSORS AND MAINTENANCE SYSTEMS
NOVARTIS,NVS,20230374105,20231123,"CD20 THERAPIES, CD22 THERAPIES, AND COMBINATION THERAPIES WITH A CD19 CHIMERIC ANTIGEN RECEPTOR (CAR)-EXPRESSING CELL"
ASTRAZENECA,AZN,20230355653,20231109,PCSK9 INHIBITORS AND METHODS OF TREATMENT USING SAME
JOHNSON &,JNJ,20230339672,20231026,SINGLE TOUCH CONTACT LENS PACKAGE
JOHNSON &,JNJ,20230276917,20230907,CONTACT LENS PACKAGES AND METHODS OF OPENING
JOHNSON &,JNJ,20230354974,20231109,SINGLE TOUCH CONTACT LENS CASE
IMMUNOGEN,IMGN,20230364252,20231116,METHODS FOR FORMULATING ANTIBODY DRUG CONJUGATE COMPOSITIONS
BAYER,BAYRY,20220396554,20221215,DIHYDROOXADIAZINONES
BAYER,BAYRY,20230017200,20230119,DIHYDROOXADIAZINONES
BRISTOL-MYERS,BMY,20210277135,20210909,"OX-40 AGONIST, PD-1 PATHWAY INHIBITOR AND CTLA-4 INHIBITOR COMBINATION FOR USE IN A METHOD OF TREATING A CANCER  OR A SOLID TUMOR"
REGENERON,REGN,20180276336,20180927,Methods Of Associating Genetic Variants With A Clinical Outcome In Patients Suffering From Age-Related Macular Degeneration Treated With Anti-VEGF
SANOFI,SNY,20230410974,20231221,TRANSMISSION OF DATA ASSOCIATED WITH AN INJECTION DEVICE USAGE USING PASSIVE RF MODULATION
NOVARTIS,NVS,20240207227,20240627,USE OF A COMBINATION OF SACUBITRIL AND VALSARTAN
AMGEN,AMGN,20230129844,20230427,DIAGNOSTIC ANTIBODIES AGAINST MUCIN 17 AND USES THEREOF
AMGEN,AMGN,20240209085,20240627,ADVERSE EFFECTS-MITIGATING ADMINISTRATION OF A BISPECIFIC CONSTRUCT BINDING TO CD33 AND CD3
AMGEN,AMGN,20230406887,20231221,ANTIGEN BINDING DOMAIN WITH REDUCED CLIPPING RATE
TEVA PHARMACEUTICAL,TEVA,20230382914,20231130,SOLID STATE FORMS OF LUMATEPERONE DITOSYLATE SALT
NOVARTIS,NVS,20230121768,20230420,MLL1 INHIBITORS AND ANTI-CANCER AGENTS
BAYER,BAYRY,20240117823,20240411,"Supply Device for an Apparatus, Apparatus, and Motor Vehicle"
BAYER,BAYRY,20240227706,20240711,"On-Board Electrical System, and Method for Operating an On-Board Electrical System"
HORIZON THERAPEUTICS,HZNP,20220340667,20221027,METHODS FOR THE TREATMENT OF THYROID EYE DISEASE
BAYER,BAYRY,20240050370,20240215,TRIPLE STABILIZER SYSTEM
ALLOGENE THERAPEUTICS,ALLO,20230407252,20231221,METHODS FOR DONOR CELL ANALYSIS
NOVARTIS,NVS,20230372236,20231123,DRUG CONTAINING DISSOLVABLE OCULAR INSERTS AND METHOD OF USING SAME
BAYER,BAYRY,20240123968,20240418,Controller for Operating a Road-Coupled Hybrid Vehicle
BAYER,BAYRY,20240125998,20240418,Display Unit with Changing Symbols
MODERNA,MRNA,20240189242,20240613,LIPID NANOPARTICLE COMPOSITIONS AND METHODS OF FORMULATING THE SAME
TAKEDA PHARMACEUTICAL,TAK,20230304899,20230928,SYRINGE SCREENING DEVICE
BAYER,BAYRY,20230244888,20230803,Identification Tag Reader System
NOVARTIS,NVS,20240190971,20240613,USE OF an anti-P-selectin antibody
NOVARTIS,NVS,20240052042,20240215,REVERSAL BINDING AGENTS FOR ANTI-NATRIURETIC PEPTIDE RECEPTOR I (NPRI) ANTIBODIES AND USES THEREOF
BAYER,BAYRY,20240108008,20240404,COMPOSITIONS COMPRISING MESOSULFURON-METHYL AND TEHP
SANOFI,SNY,20240006045,20240104,User Device and Method for Monitoring Use of an Injection Device and for Monitoring a Disease Progression
SANOFI,SNY,20240013882,20240111,A User Device Configured to Communicate Wirelessly With a Storage Device
SANOFI,SNY,20240096484,20240321,"User Device, System and Method for Determining a Threshold Time for an Injection Device to Transition to an Operational Temperature"
SAGE THERAPEUTICS,SAGE,20200171049,20200604,"NEUROACTIVE STEROIDS, COMPOSITIONS, AND USES THEREOF"
SAGE THERAPEUTICS,SAGE,20220023313,20220127,"NEUROACTIVE STEROIDS, COMPOSITIONS, AND USES THEREOF"
SAGE THERAPEUTICS,SAGE,20230355639,20231109,"NEUROACTIVE STEROIDS, COMPOSITIONS, AND USES THEREOF"
SAGE THERAPEUTICS,SAGE,20200306265,20201001,"NEUROACTIVE STEROIDS, COMPOSITIONS, AND USES THEREOF"
SAGE THERAPEUTICS,SAGE,20230018765,20230119,"A 19-NOR C3,3-DISUBSTITUTED C21-N-PYRAZOLYL STEROID AND METHODS OF USE THEREOF"
SAGE THERAPEUTICS,SAGE,20230414636,20231228,USE OF GABAA MODULATORS FOR TREATMENT OF RESPIRATORY CONDITIONS
SAGE THERAPEUTICS,SAGE,20230346801,20231102,USE OF AGENTS FOR TREATMENT OF RESPIRATORY CONDITIONS
MODERNA,MRNA,20230285538,20230914,EFFICACIOUS MRNA VACCINES
BAYER,BAYRY,20240023550,20240125,HERBICIDAL COMBINATIONS COMPRISING DIFLUFENICAN AND MESOTRIONE
SAGE THERAPEUTICS,SAGE,20240122945,20240418,USE OF NEUROACTIVE STEROIDS FOR TREATMENT OF SEXUAL DYSFUNCTION
CUREVAC,CVAC,20240288407,20240829,ANALYSIS OF NUCLEIC ACID MIXTURES
SAGE THERAPEUTICS,SAGE,20230287037,20230914,"3,3 DISUBSTITUTED 19-NOR PREGNANE COMPOUNDS, COMPOSITIONS, AND USES THEREOF"
SAGE THERAPEUTICS,SAGE,20220110950,20220414,"19-NOR C3, 3-DISUBSTITUTED C21-N-PYRAZOLYL STEROIDS AND METHODS OF USE THEREOF"
SAGE THERAPEUTICS,SAGE,20230279043,20230907,COMPOSITIONS AND METHODS FOR TREATING CNS DISORDERS
SAGE THERAPEUTICS,SAGE,20210403502,20211230,"NEUROACTIVE STEROIDS, COMPOSITIONS, AND USES THEREOF"
SAGE THERAPEUTICS,SAGE,20230141665,20230511,NEUROACTIVE STEROID SOLUTIONS AND THEIR METHODS OF USE
BAYER,BAYRY,20240123999,20240418,Predicting a Future Actual Speed of a Motor Vehicle
ALNYLAM PHARMACEUTICALS,ALNY,20180008724,20180111,MODIFIED RNAi AGENTS
ALNYLAM PHARMACEUTICALS,ALNY,20190038768,20190207,MODIFIED RNAi AGENTS
ALNYLAM PHARMACEUTICALS,ALNY,20200353097,20201112,MODIFIED RNAi AGENTS
ALNYLAM PHARMACEUTICALS,ALNY,20220331446,20221020,MODIFIED RNAi AGENTS
ALNYLAM PHARMACEUTICALS,ALNY,20240009225,20240111,EXTRAHEPATIC DELIVERY
BAYER,BAYRY,20240124022,20240418,Increasing a Degree of Automation of a Driver Assistance System of a Motor Vehicle
EDITAS MEDICINE,EDIT,20240067992,20240229,HUMAN HEMATOPOIETIC STEM CELL HAVING A MODIFIED BCL11A GENE AND METHODS OF MAKING THE CELL
SANGAMO THERAPEUTICS,SGMO,20240066146,20240229,IMPROVED PHARMACEUTICAL COMPOSITIONS CONTAINING ADENO-ASSOCIATED VIRAL VECTOR
ALLOGENE THERAPEUTICS,ALLO,20240085403,20240314,METHOD FOR INHIBITING ADVENTITIOUS VIRAL INFECTION
SANGAMO THERAPEUTICS,SGMO,20240167002,20240523,Compositions and Methods for Producing Recombinant AAV
BAYER,BAYRY,20240041043,20240208,STORAGE STABLE AQUEOUS SUSPENSION CONCENTRATES
REGENERON,REGN,20220326252,20221013,ELECTRON TRANSFER DISSOCIATION AND MASS SPECTROMETRY FOR IMPROVED PROTEIN SEQUENCING OF MONOCLONAL ANTIBODIES
SPARK THERAPEUTICS,ONCE,20240110201,20240404,Compositions and Methods for Treating Hereditary Angioedema
ASTRAZENECA,AZN,20230233540,20230727,COMBINATION OF ANTIBODY-DRUG CONJUGATE AND CDK9 INHIBITOR
REGENERON,REGN,20230374145,20231123,Treatment And Inhibition Of Inflammatory Lung Diseases In Patients Having Risk Alleles In The Genes Encoding IL33 And IL1RL1
DAIICHI SANKYO,DSNKY,20240246989,20240725,DISPIROPYRROLIDINE DERIVATIVES
SANGAMO THERAPEUTICS,SGMO,20240018203,20240118,NOVEL ZINC FINGER PROTEIN TRANSCRIPTION FACTORS FOR REPRESSING ALPHA-SYNUCLEIN EXPRESSION
BAYER,BAYRY,20240124069,20240418,Hinge Device and Passenger Car Equipped With Same
BAYER,BAYRY,20240227738,20240711,"Nozzle System for Cleaning a Vehicle Part, In Particular a Window of a Motor Vehicle, and Cleaning Method"
ALLOGENE THERAPEUTICS,ALLO,20230112444,20230413,COMBINATION THERAPIES OF CHIMERIC ANTIGEN RECEPTORS TARGETING B-CELL MATURATION ANTIGEN AND GAMMA SECRETASE INHIBITORS
VERTEX PHARMACEUTICALS,VRTX,20240018502,20240118,NUCLEIC ACID ENCODING MODIFIED MEMBRANE TYPE SERINE PROTEASE 1 (MTSP-1) POLYPEPTIDES AND METHODS OF USE
ASTRAZENECA,AZN,20240041896,20240208,"CERTAIN (2S)-N-[(1S)-1-CYANO-2-PHENYLETHYL]-1,4-OXAZEPANE-2-CARBOXAMIDES FOR TREATING BRONCHIECTASIS"
BAYER,BAYRY,20240123831,20240418,"Switching Device for a Multi-Pole High-Voltage Vehicle Power Supply of an Electrically Operable Motor Vehicle, Electronic Control Unit, and Motor Vehicle"
GILEAD SCIENCES,GILD,20230365594,20231116,THIENOPYRROLE COMPOUNDS
SANGAMO THERAPEUTICS,SGMO,20240043829,20240208,ZINC FINGER FUSION PROTEINS FOR NUCLEOBASE EDITING
AMGEN,AMGN,20240084301,20240314,RNAI CONSTRUCTS AND METHODS FOR INHIBITING FAM13A EXPRESSION
GILEAD SCIENCES,GILD,20220213091,20220707,SUBSTITUTED 6-AZABENZIMIDAZOLE COMPOUNDS
PFIZER,PFE,20210324070,20211021,Dosage Regimen For MAdCAM Antagonists
ALNYLAM PHARMACEUTICALS,ALNY,20240279653,20240822,FOLLICULIN iRNA COMPOSITIONS AND METHODS THEREOF
JOHNSON &,JNJ,20230148610,20230518,OIL-BASED INSECTICIDAL AND INSECT REPELLENT COMPOSITIONS
UCB,UCBJF,20240083875,20240314,DIHYDROISOQUINOLINYL DERIVATIVES
ASTRAZENECA,AZN,20200078382,20200312,METHODS OF TREATING HEART FAILURE WITH PRESERVED EJECTION FRACTION EMPLOYING DAPAGLIFLOZIN AND COMPOSITIONS COMPRISING THE SAME
REGENERON,REGN,20230302085,20230928,"Extended, High Dose VEGF Antagonist Regimens for Treatment of Angiogenic Eye Disorders"
BAYER,BAYRY,20240044649,20240208,"Method for Detecting Objects in the Surroundings of a Vehicle by Determining Coverage of the Objects, Computing Device, and Sensor System"
AMGEN,AMGN,20230381276,20231130,INTERLEUKIN-21 MUTEIN/ ANTI-PD-1 ANTIBODY CONJUGATES
MODERNA,MRNA,20230359371,20231109,METHODS OF USING OX40 LIGAND ENCODING POLYNUCLEOTIDES
AMGEN,AMGN,20240166761,20240523,Single chain binding molecules comprising N-terminal ABP
SANOFI,SNY,20230420125,20231228,"User Device, System and Method for Tracking Use of an Injection Device"
NOVARTIS,NVS,20240025866,20240125,SYNTHESIS OF PROSTATE SPECIFIC MEMBRANE ANTIGEN (PSMA) LIGANDS
BAYER,BAYRY,20230263738,20230824,SOFT GEL CAPSULE PREPARATIONS
BAYER,BAYRY,20240227054,20240711,"Pre-Separating Device, Joining Device, and Method for Operating a Joining Device"
ELI LILLY,LLY,20220062265,20220303,DOSE REGIMENS FOR USE OF LY3154207 IN THE TREATMENT OF DOPAMINERGIC CNS DISORDERS
TAKEDA PHARMACEUTICAL,TAK,20210171620,20210610,ANTIBODIES NEUTRALIZING GM-CSF FOR USE IN THE TREATMENT OF RHEUMATOID ARTHRITIS OR AS ANALGESICS
AMGEN,AMGN,20240109964,20240404,TREATMENT OF ACUTE LYMPHOBLASTIC LEUKEMIA
TAKEDA PHARMACEUTICAL,TAK,20240306632,20240919,METHODS AND COMPOSITIONS FOR CRYOPRESERVATION OF IMMUNE CELLS
NOVARTIS,NVS,20230355577,20231109,TREATMENT OF AUTOIMMUNE DISEASE IN A PATIENT RECEIVING ADDITIONALLY A BETA-BLOCKER
BAYER,BAYRY,20230391761,20231207,SUBSTITUTED S-ALANINATE DERIVATIVES
ALNYLAM PHARMACEUTICALS,ALNY,20240200061,20240620,TRANSTHYRETIN (TTR) iRNA COMPOSITIONS AND METHODS OF USE THEREOF FOR TREATING OR PREVENTING TTR-ASSOCIATED OCULAR DISEASES
ALNYLAM PHARMACEUTICALS,ALNY,20240301406,20240912,COMPLEMENT COMPONENT C5 iRNA COMPOSITIONS AND METHODS OF USE THEREOF FOR TREATING PAROXYSMAL NOCTURNAL HEMOGLOBINURIA (PNH)
ALNYLAM PHARMACEUTICALS,ALNY,20240182902,20240606,KETOHEXOKINASE (KHK) iRNA COMPOSITIONS AND METHODS OF USE THEREOF
CRISPR THERAPEUTICS,CRSP,20230390392,20231207,MULTIPLEX GENE EDITED CELLS FOR CD70-DIRECTED CANCER IMMUNOTHERAPY
AGIOS PHARMACEUTICALS,AGIO,20230338283,20231026,PHARMACEUTICAL FORMULATION
BRISTOL-MYERS,BMY,20240124597,20240418,Antagonistic CD40 Monoclonal Antibodies and Uses Thereof
TAKEDA PHARMACEUTICAL,TAK,20250031688,20250130,METHODS AND COMPOSITIONS FOR CRYOPRESERVATION OF IMMUNE CELLS
SANOFI,SNY,20240055115,20240215,A System and Method for Scanning and Controlling Storage of an Injection Device
BAYER,BAYRY,20240227668,20240711,Motor Vehicle Comprising a Plurality of Interior Light Modules
BAYER,BAYRY,20240125447,20240418,Headlight for a Motor Vehicle
NOVO NORDISK,NVO,20210246143,20210812,PYRROLOPYRROLE COMPOSITIONS AS PYRUVATE KINASE (PKR) ACTIVATORS
SANOFI,SNY,20230347054,20231102,Autoinjector
NOVARTIS,NVS,20200197528,20200625,ANTIBODIES TO PMEL17 AND CONJUGATES THEREOF
BAYER,BAYRY,20240227798,20240711,Vehicle Control System and Method for Operating a Driving Function at a Traffic Node
NOVO NORDISK,NVO,20240066235,20240229,A TORSION SPRING DRIVEN FIXED DOSE INJECTION DEVICE
BAYER,BAYRY,20240230702,20240711,AIR DETECTION AND MEASUREMENT SYSTEM FOR FLUID INJECTOR
ABBVIE,ABBV,20230203143,20230629,ANTI-AMYLOID BETA ANTIBODIES AND METHODS OF USING THE SAME
BLUEPRINT MEDICINES,BPMC,20230322791,20231012,CDK2 INHIBITORS
SANOFI,SNY,20230414879,20231228,ARRANGEMENT FOR A DRUG DELIVERY DEVICE AND DRUG DELIVERY DEVICE
BAYER,BAYRY,20240227533,20240711,Motor Vehicle Comprising a Coupling Mechanism and Coupling Mechanism for a Motor Vehicle
HORIZON THERAPEUTICS,HZNP,20220064105,20220303,CRYSTALLINE EDG-2 RECEPTOR ANTAGONIST AND METHODS OF MAKING
BAYER,BAYRY,20210360204,20211118,SENSOR BASED OBSERVATION OF ANTHROPODS
CRISPR THERAPEUTICS,CRSP,20230279376,20230907,METHODS AND COMPOSITIONS FOR TREATING ANGIOPOIETIN-LIKE 3 (ANGPTL3) RELATED CONDITIONS
ZOETIS,ZTS,20240067730,20240229,FELINE ANTIBODY VARIANTS
UCB,UCBJF,20240083925,20240314,"Prodrugs of 2-(3,5-Dichloro-1-methyl-indazol-4-yl)-1-[(1S,3R)-3-(hydroxymethyl)-5-(1-hydroxy-1-methyl-ethyl)-1-methyl-3,4-dihydro-1H-isoquinolin-2-yl]ethanone"
SANOFI,SNY,20230330346,20231019,Acoustic Detection of a Usage of an Injection Device
SANOFI,SNY,20230310736,20231005,Medical Pump
CSL LIMITED,CSL,20220017638,20220120,METHOD OF TREATING ATHEROSCLEROSIS
CSL LIMITED,CSL,20190330267,20191031,METHODS OF PURIFYING POLYPEPTIDES
CSL LIMITED,CSL,20210238238,20210805,SOLUBLE COMPLEMENT RECEPTOR TYPE I VARIANTS AND USES THEREOF
CSL LIMITED,CSL,20220154161,20220519,FACTOR IX VARIANTS AND USES THEREOF IN THERAPY
CSL LIMITED,CSL,20230002508,20230105,USE OF AN ANTI-FACTOR XII ANTIBODY FOR THE TREATMENT OR PREVENTION OF HEREDITARY ANGIOEDEMA
CSL LIMITED,CSL,20240277839,20240822,HIGH CONCENTRATION FORMULATION AND USES THEREOF
CSL LIMITED,CSL,20230159621,20230525,METHOD FOR POLISHING ALBUMIN
CSL LIMITED,CSL,20160175392,20160623,DOSAGE REGIME FOR APOLIPOPROTEIN FORMULATIONS
CSL LIMITED,CSL,20210324091,20211021,CD131 BINDING PROTEINS AND USES THEREOF
CSL LIMITED,CSL,20230272087,20230831,METHOD OF TREATING OR PREVENTING ACUTE RESPIRATORY DISTRESS SYNDROME
NOVARTIS,NVS,20160311782,20161027,N-ARYLMETHYL SULFONAMIDE NEGATIVE MODULATORS OF NR2A
REGENERON,REGN,20220404369,20221222,SYSTEMS AND METHODS FOR QUANTIFYING AND MODIFYING PROTEIN VISCOSITY
BAYER,BAYRY,20240234964,20240711,"Method for Electrically Connecting an Energy Storage Cell, and Electrical Energy Storage Cell"
BAYER,BAYRY,20240145888,20240502,Battery Cell for an Electrical Energy Storage Device for Installation in an Electrified Motor Vehicle
BAYER,BAYRY,20240227631,20240711,Vehicle Seat Bracket and Vehicle Seat
AMGEN,AMGN,20220143181,20220512,PHARMACEUTICAL FORMULATIONS COMRPISING ANTI-RANKL ANTIBODIES AND AN AROMATIC AMINO ACID COMPRISING A PHENYL OR AN INDOLE
GILEAD SCIENCES,GILD,20230339981,20231026,KRAS G12D MODULATING COMPOUNDS
ASTELLAS PHARMA,ALPMY,20240091312,20240321,COMBINATION THERAPY INVOLVING ANTIBODIES AGAINST CLAUDIN 18.2 FOR TREATMENT OF CANCER
TAKEDA PHARMACEUTICAL,TAK,20220370617,20221124,FORMULATION FOR ANTI-ALPHA4BETA7 ANTIBODY
TAKEDA PHARMACEUTICAL,TAK,20190231878,20190801,FORMULATION FOR ANTI-ALPHA4BETA7 ANTIBODY AND METHODS OF TREATMENT
TAKEDA PHARMACEUTICAL,TAK,20200206353,20200702,METHODS OF TREATING ULCERATIVE COLITIS
TAKEDA PHARMACEUTICAL,TAK,20210052733,20210225,METHODS FOR TREATMENT USING ANTI-ALPHA4BETA7 ANTIBODY
TAKEDA PHARMACEUTICAL,TAK,20160340432,20161124,FORMULATION FOR ANTI-ALPHA4BETA7 ANTIBODY
TAKEDA PHARMACEUTICAL,TAK,20170002078,20170105,METHODS OF TREATING ULCERATIVE COLITIS
TAKEDA PHARMACEUTICAL,TAK,20160340431,20161124,METHODS OF TREATING ULCERATIVE COLITIS
MODERNA,MRNA,20230390379,20231207,RESPIRATORY SYNCYTIAL VIRUS VACCINE
RELAY THERAPEUTICS,RLAY,20240190855,20240613,CDK INHIBITORS AND METHODS OF USE THEREOF
REGENERON,REGN,20230314446,20231005,METHOD AND SYSTEM OF IDENTIFYING AND QUANTIFYING A PROTEIN
NOVO NORDISK,NVO,20230398304,20231214,DOSE LOGGING SENSOR SYSTEM WITH ERROR DETECTION FEATURE
NOVO NORDISK,NVO,20230391845,20231207,"GLP-1, GIP AND GLUCAGON RECEPTOR TRIPLE AGONISTS"
TAKEDA PHARMACEUTICAL,TAK,20140377251,20141225,FORMULATION FOR ANTI-ALPHA4BETA7 ANTIBODY
REGENERON,REGN,20230139492,20230504,COMBINATION OF CHECKPOINT INHIBITORS AND AN ONCOLYTIC VIRUS FOR TREATING CANCER
AMGEN,AMGN,20230277502,20230907,Formulations Of Apremilast
BIOGEN,BIIB,20200254047,20200813,"ORGANOLEPTIC DIETARY PRODUCT FROM FENUGREEK SEED, AND METHOD FOR PRODUCTION THEREOF"
SHIONOGI,SGIOY,20240150853,20240509,METHOD FOR DETECTING AND QUANTIFYING NUCLEIC ACID FROM ENVIRONMENTAL SAMPLES
ASTRAZENECA,AZN,20240327529,20241003,STEROID SPARING
BAYER,BAYRY,20230322767,20231012,ARYL SUBSTITUTED PYRROLO-PYRIDINONES AND THERAPEUTIC USES THEREOF
BAYER,BAYRY,20230240299,20230803,COMPOSITION FOR CONTROLLING SUGAR BEET CERCOSPORA LEAF SPOT DISEASE
BRISTOL-MYERS,BMY,20230382992,20231130,ANTIBODIES AGAINST TIM3 AND USES THEREOF
BRISTOL-MYERS,BMY,20200190186,20200618,ANTIBODIES AGAINST TIM3 AND USES THEREOF
BIOGEN,BIIB,20230390270,20231207,METHODS FOR TREATING REMITTING MULTIPLE SCLEROSIS
TAKEDA PHARMACEUTICAL,TAK,20240173402,20240530,PREDICTING OUTCOME OF TREATMENT WITH AN ANTl-alpha4beta7 INTEGRIN ANTIBODY
MODERNA,MRNA,20240000917,20240104,INFLUENZA VACCINE
TAKEDA PHARMACEUTICAL,TAK,20210324418,20211021,RECOMBINANT VIRAL VECTORS AND NUCLEIC ACIDS FOR PRODUCING THE SAME
ASTRAZENECA,AZN,20230340079,20231026,METHODS OF IMPROVING PROTEIN EXPRESSION
BAYER,BAYRY,20230339899,20231026,PROCESS FOR PREPARING A TETRAZOLE-SUBSTITUTED ANTHRANILIC ACID DIAMIDE DERIVATIVE
TEVA PHARMACEUTICAL,TEVA,20240158481,20240516,Antagonist Antibodies Directed Against Calcitonin Gene-Related Peptide and Methods Using Same
ALKERMES,ALKS,20210371486,20211202,IL-2 FUSION POLYPEPTIDE COMPOSITIONS AND METHODS OF MAKING AND USING THE SAME
BIOGEN,BIIB,20230310405,20231005,METHODS FOR TREATING HYPERCHOLESTEROLEMIA
REGENERON,REGN,20240024428,20240125,GLUCAGON-LIKE PEPTIDE 1 RECEPTOR AGONISTS AND USES THEREOF
BAYER,BAYRY,20240125258,20240418,"Internal Combustion Engine for a Motor Vehicle, Motor Vehicle, and Method"
TAKEDA PHARMACEUTICAL,TAK,20230408528,20231221,PEPTIDE QUANTITATION ASSAY FOR DIFFERENTIATING FULL-LENGTH HIGH MOLECULAR WEIGHT KININOGEN (HMWK) ANDCLEAVED HMWK
BRISTOL-MYERS,BMY,20220265617,20220825,BET INHIBITORS AS A TREATMENT FOR MYELOFIBROSIS
SANOFI,SNY,20230398283,20231214,PACKAGING ASSEMBLY
BLUEPRINT MEDICINES,BPMC,20240132490,20240425,INHIBITORS OF PROTEIN KINASE A
TAKEDA PHARMACEUTICAL,TAK,20210371854,20211202,COMPOSITION FOR MODIFYING TARGET GENE
MODERNA,MRNA,20230285297,20230914,METHODS OF PREPARING LIPID NANOPARTICLES
SHIONOGI,SGIOY,20240148741,20240509,"FORMULATION FOR ORAL ADMINISTRATION, COMPRISING TRIAZINE DERIVATIVE"
NOVARTIS,NVS,20180252727,20180906,BIOMARKERS PREDICTIVE OF CYTOKINE RELEASE SYNDROME
NOVARTIS,NVS,20240288444,20240829,BIOMARKERS PREDICTIVE OF CYTOKINE RELEASE SYNDROME
SANOFI,SNY,20240018201,20240118,METHODS FOR PURIFICATION OF MULTI-SPECIFIC ANTIBODIES
JOHNSON &,JNJ,20240065828,20240229,ADAPTIVE INTRAOCULAR LENS HOLDER
JOHNSON &,JNJ,20230263482,20230824,"SYSTEMS, METHOD, AND APPARATUS FOR PROVIDING PERSONALIZED MEDICAL DATA"
IONIS PHARMACEUTICALS,IONS,20230310483,20231005,MODULATORS OF HSD17B13 EXPRESSION
BIOGEN,BIIB,20230406878,20231221,"OLIGONUCLEOTIDES, REAGENTS, AND PREPARATION THEREOF"
BAYER,BAYRY,20240051935,20240215,SUBSTITUTED PYRAZOLO PIPERIDINE CARBOXYLIC ACIDS
AMGEN,AMGN,20230287335,20230914,CELL CULTURE MEDIA AND METHODS OF MAKING AND USING THE SAME
VERTEX PHARMACEUTICALS,VRTX,20230416275,20231228,MODULATORS OF CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR
NOVO NORDISK,NVO,20230330402,20231019,A SWALLOWABLE CAPSULE DEVICE
NOVAVAX,NVAX,20240076320,20240307,DOWNSTREAM PROCESS FOR PURIFICATION OF VIRAL PROTEINS WITH HYDROPHOBIC MEMBRANE DOMAIN FOR USE IN VACCINE COMPOSITIONS
BAYER,BAYRY,20240151813,20240509,"Method for Checking a Functional Capability of a Distance Sensor of a Vehicle During Operation of the Vehicle, and Computing Device"
BAYER,BAYRY,20240145034,20240502,METHODS OF IDENTIFYING A CONDENSATE PHENOTYPE AND USES THEREOF
BAYER,BAYRY,20230404060,20231221,SENSOR FOR A WIRELESS ANIMAL TRAP DETECTION SYSTEM
JOHNSON &,JNJ,20060116524,20060601,WAX DISPERSIONS
MERCK SHARP,MRK,20240116945,20240411,"EXATECAN-DERIVED TOPOISOMERASE-1 INHIBITORS PHARMACEUTICAL COMPOSITIONS, AND USES THEREOF"
MERCK SHARP,MRK,20240158754,20240516,REDUCING HIGH MANNOSE GLYCAN PROTEIN EXPRESSION USING GUANOSINE 5'-MONOPHOSPHATE
NOVARTIS,NVS,20230404396,20231221,TRACKING MOVEMENT OF AN EYE WITHIN A TRACKING RANGE
MERCK SHARP,MRK,20240026003,20240125,METHODS FOR TREATING CANCER WITH ANTI-PD-1 ANTIBODIES
ASTRAZENECA,AZN,20240302348,20240912,A Scoring Method for an Anti-B7H4 Antibody-Drug Conjugate Therapy
NOVARTIS,NVS,20130053259,20130228,SEQUENCE BASED ENGINEERING AND OPTIMIZATION OF SINGLE CHAIN ANTIBODIES
AMGEN,AMGN,20230250460,20230810,METHODS FOR INCREASING MANNOSE CONTENT OF RECOMBINANT PROTEINS
UCB,UCBJF,20240209075,20240627,Antibodies Specific for Sclerostin and Methods for Increasing Bone Mineralization
NOVARTIS,NVS,20190300268,20191003,DISPENSING DEVICE
TAKEDA PHARMACEUTICAL,TAK,20220365101,20221117,METABOLITE BIOMARKERS FOR DISEASES ASSOCIATED WITH THE CONTACT ACTIVATION SYSTEM
BAYER,BAYRY,20240149701,20240509,Noise Reduction in a Transmission of an Electric Vehicle Drive
BAYER,BAYRY,20240072359,20240229,Battery Module and Method for Bracing a Battery Module
BAYER,BAYRY,20240191724,20240613,Intake Chamber and Suction Jet Pump
SANOFI,SNY,20230405234,20231221,Supplemental Device for Attachment to an Injection Device
ALNYLAM PHARMACEUTICALS,ALNY,20240254482,20240801,METHODS FOR TREATING OR PREVENTING CONTACT-ACTIVATION PATHWAY-ASSOCIATED DISEASES USING iRNA COMPOSITIONS TARGETING FACTOR XII (HAGEMAN FACTOR) (F12)
ALNYLAM PHARMACEUTICALS,ALNY,20240124882,20240418,PRION PROTEIN (PRNP) IRNA COMPOSITIONS AND METHODS OF USE THEREOF
AMGEN,AMGN,20210340262,20211104,DUAL RECEPTOR ANTAGONISTIC ANTIGEN-BINDING PROTEINS AND USES THEREOF
BAYER,BAYRY,20230285733,20230914,PRIME TUBE CONFIGURATIONS FOR SYRINGE
CRISPR THERAPEUTICS,CRSP,20220387488,20221208,GENETICALLY ENGINEERED IMMUNE CELLS TARGETING CD70 FOR USE IN TREATING HEMATOPOIETIC MALIGNANCIES
AMGEN,AMGN,20240052300,20240215,DIFFUSION GRADIENT ASSAY FOR ANTI-CD3-CONTAINING MOLECULES
